KEGG_Primary_class	KEGG_secondary_class	KEGG_pathway_ID	pathway_name	# genes in pathway	genes in chosen	# genes in chosen	genes in HSA_background	#genes in HSA_background	%(chosen/HSA_background)
Metabolism	Amino acid metabolism	hsa00340	  "Histidine metabolism - Homo sapiens (human)"	23	['hsa:221']	1	['hsa:501', 'hsa:220', 'hsa:1644', 'hsa:219', 'hsa:144193', 'hsa:223', 'hsa:3176', 'hsa:10841', 'hsa:26', 'hsa:221', 'hsa:4129', 'hsa:3034', 'hsa:443', 'hsa:218']	14	7.142857142857142
Metabolism	Xenobiotics biodegradation and metabolism	hsa00980	  "Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	74	['hsa:221', 'hsa:119391', 'hsa:4258', 'hsa:27294', 'hsa:4259']	5	['hsa:29785', 'hsa:220', 'hsa:373156', 'hsa:2946', 'hsa:2947', 'hsa:4259', 'hsa:874', 'hsa:221', 'hsa:4257', 'hsa:8574', 'hsa:119391', 'hsa:2950', 'hsa:4258', 'hsa:1565', 'hsa:27294', 'hsa:218']	16	31.25
Organismal Systems	Environmental adaptation	hsa04713	  "Circadian entrainment - Homo sapiens (human)"	96	['hsa:10681', 'hsa:2778', 'hsa:5594', 'hsa:9252', 'hsa:5595', 'hsa:1385', 'hsa:109', 'hsa:5331', 'hsa:2353', 'hsa:5613', 'hsa:9722']	11	['hsa:2353', 'hsa:112', 'hsa:51806', 'hsa:23236', 'hsa:5613', 'hsa:5592', 'hsa:54331', 'hsa:6262', 'hsa:801', 'hsa:9722', 'hsa:8864', 'hsa:5330', 'hsa:109', 'hsa:55811', 'hsa:5331', 'hsa:3708', 'hsa:5578', 'hsa:115', 'hsa:8913', 'hsa:8863', 'hsa:2983', 'hsa:10681', 'hsa:2778', 'hsa:5594', 'hsa:9252', 'hsa:5595', 'hsa:2771', 'hsa:1385']	28	39.285714285714285
Metabolism	Lipid metabolism	hsa00061	  "Fatty acid biosynthesis - Homo sapiens (human)"	13	['hsa:2180']	1	['hsa:2194', 'hsa:51703', 'hsa:81616', 'hsa:54995', 'hsa:2180', 'hsa:2182', 'hsa:32']	7	14.285714285714285
Human Diseases	Cancers	hsa05223	  "Non-small cell lung cancer - Homo sapiens (human)"	56	['hsa:5915', 'hsa:5594', 'hsa:6655', 'hsa:1869', 'hsa:5595', 'hsa:595', 'hsa:2309', 'hsa:5894', 'hsa:5925', 'hsa:7157', 'hsa:207', 'hsa:1029', 'hsa:2885', 'hsa:6256']	14	['hsa:5604', 'hsa:2885', 'hsa:6256', 'hsa:2272', 'hsa:5336', 'hsa:5290', 'hsa:5335', 'hsa:5605', 'hsa:5894', 'hsa:842', 'hsa:5925', 'hsa:5170', 'hsa:7157', 'hsa:2064', 'hsa:207', 'hsa:27436', 'hsa:5295', 'hsa:1956', 'hsa:1029', 'hsa:5578', 'hsa:7039', 'hsa:572', 'hsa:11186', 'hsa:5915', 'hsa:5594', 'hsa:6655', 'hsa:6789', 'hsa:1869', 'hsa:5595', 'hsa:1021', 'hsa:595', 'hsa:1871', 'hsa:6654', 'hsa:10000', 'hsa:8503', 'hsa:2309']	36	38.88888888888889
Cellular Processes	Cellular commiunity	hsa04530	  "Tight junction - Homo sapiens (human)"	138	['hsa:2037', 'hsa:1457', 'hsa:27134', 'hsa:55870', 'hsa:81', 'hsa:4629', 'hsa:57619', 'hsa:207', 'hsa:22989', 'hsa:9223', 'hsa:5580', 'hsa:9075', 'hsa:11336', 'hsa:1460', 'hsa:4636']	15	['hsa:5580', 'hsa:134549', 'hsa:9075', 'hsa:154810', 'hsa:83700', 'hsa:1499', 'hsa:5728', 'hsa:7525', 'hsa:11336', 'hsa:1364', 'hsa:6714', 'hsa:4624', 'hsa:6709', 'hsa:100506658', 'hsa:1460', 'hsa:4636', 'hsa:84612', 'hsa:8189', 'hsa:4301', 'hsa:81', 'hsa:92359', 'hsa:60412', 'hsa:3996', 'hsa:4626', 'hsa:4628', 'hsa:4629', 'hsa:22800', 'hsa:93643', 'hsa:5519', 'hsa:57619', 'hsa:207', 'hsa:57530', 'hsa:5872', 'hsa:22989', 'hsa:357', 'hsa:8573', 'hsa:56288', 'hsa:9223', 'hsa:5578', 'hsa:22808', 'hsa:50848', 'hsa:2035', 'hsa:5584', 'hsa:5583', 'hsa:8531', 'hsa:387', 'hsa:5590', 'hsa:998', 'hsa:87', 'hsa:64398', 'hsa:3993', 'hsa:60', 'hsa:88', 'hsa:2037', 'hsa:23136', 'hsa:51776', 'hsa:4625', 'hsa:4627', 'hsa:1457', 'hsa:9218', 'hsa:7082', 'hsa:27134', 'hsa:5518', 'hsa:2771', 'hsa:55870', 'hsa:10000', 'hsa:9414']	67	22.388059701492537
Organismal Systems	Digestive system	hsa04970	  "Salivary secretion - Homo sapiens (human)"	90	['hsa:2778', 'hsa:3783', 'hsa:109', 'hsa:5331', 'hsa:5613']	5	['hsa:6522', 'hsa:112', 'hsa:51806', 'hsa:23236', 'hsa:5613', 'hsa:5592', 'hsa:801', 'hsa:5330', 'hsa:109', 'hsa:5331', 'hsa:3708', 'hsa:5578', 'hsa:115', 'hsa:952', 'hsa:493', 'hsa:2983', 'hsa:492', 'hsa:490', 'hsa:2778', 'hsa:6548', 'hsa:1471', 'hsa:3783']	22	22.727272727272727
Organismal Systems	Endocrine system	hsa04917	  "Prolactin signaling pathway - Homo sapiens (human)"	72	['hsa:2932', 'hsa:5594', 'hsa:6655', 'hsa:5595', 'hsa:595', 'hsa:1432', 'hsa:2309', 'hsa:894', 'hsa:5894', 'hsa:2100', 'hsa:207', 'hsa:2353', 'hsa:2885', 'hsa:122809']	14	['hsa:6774', 'hsa:5604', 'hsa:2353', 'hsa:9306', 'hsa:9655', 'hsa:5617', 'hsa:5970', 'hsa:2885', 'hsa:122809', 'hsa:5600', 'hsa:6300', 'hsa:6714', 'hsa:2592', 'hsa:5290', 'hsa:3659', 'hsa:5605', 'hsa:25759', 'hsa:5894', 'hsa:2100', 'hsa:8792', 'hsa:207', 'hsa:5295', 'hsa:6464', 'hsa:5601', 'hsa:2932', 'hsa:5594', 'hsa:6655', 'hsa:5595', 'hsa:2645', 'hsa:4790', 'hsa:595', 'hsa:1432', 'hsa:1154', 'hsa:6772', 'hsa:6654', 'hsa:10000', 'hsa:8503', 'hsa:2309', 'hsa:894']	39	35.8974358974359
Human Diseases	Cancers	hsa05203	  "Viral carcinogenesis - Homo sapiens (human)"	206	['hsa:1387', 'hsa:9734', 'hsa:7185', 'hsa:6672', 'hsa:5933', 'hsa:10013', 'hsa:5594', 'hsa:2033', 'hsa:22938', 'hsa:286436', 'hsa:5595', 'hsa:898', 'hsa:595', 'hsa:2965', 'hsa:2967', 'hsa:1108', 'hsa:6908', 'hsa:6722', 'hsa:8850', 'hsa:1386', 'hsa:3065', 'hsa:1385', 'hsa:894', 'hsa:7533', 'hsa:468', 'hsa:81', 'hsa:7187', 'hsa:4193', 'hsa:2959', 'hsa:5925', 'hsa:2958', 'hsa:7157', 'hsa:148327', 'hsa:9586', 'hsa:55869', 'hsa:1029', 'hsa:1111', 'hsa:2960', 'hsa:9261', 'hsa:836', 'hsa:3190', 'hsa:1642', 'hsa:8841', 'hsa:3725', 'hsa:2885', 'hsa:5613', 'hsa:3066', 'hsa:1388']	48	['hsa:836', 'hsa:3190', 'hsa:2957', 'hsa:7529', 'hsa:1642', 'hsa:6774', 'hsa:7532', 'hsa:983', 'hsa:8841', 'hsa:5970', 'hsa:3725', 'hsa:2885', 'hsa:23513', 'hsa:5613', 'hsa:7874', 'hsa:3066', 'hsa:6714', 'hsa:27044', 'hsa:2961', 'hsa:28973', 'hsa:3133', 'hsa:1388', 'hsa:10379', 'hsa:5290', 'hsa:1026', 'hsa:718', 'hsa:3661', 'hsa:7186', 'hsa:23352', 'hsa:7533', 'hsa:468', 'hsa:81', 'hsa:7187', 'hsa:3572', 'hsa:4193', 'hsa:5879', 'hsa:2959', 'hsa:5925', 'hsa:2958', 'hsa:7157', 'hsa:5366', 'hsa:148327', 'hsa:6502', 'hsa:5295', 'hsa:9586', 'hsa:55869', 'hsa:1030', 'hsa:1029', 'hsa:2934', 'hsa:1111', 'hsa:2960', 'hsa:5922', 'hsa:90993', 'hsa:9261', 'hsa:572', 'hsa:8379', 'hsa:1387', 'hsa:85477', 'hsa:9734', 'hsa:5610', 'hsa:7185', 'hsa:51564', 'hsa:841', 'hsa:6672', 'hsa:5315', 'hsa:387', 'hsa:9759', 'hsa:5423', 'hsa:998', 'hsa:87', 'hsa:4791', 'hsa:88', 'hsa:7419', 'hsa:5933', 'hsa:7188', 'hsa:5829', 'hsa:10013', 'hsa:5594', 'hsa:2033', 'hsa:22938', 'hsa:5700', 'hsa:4792', 'hsa:286436', 'hsa:8717', 'hsa:5595', 'hsa:9093', 'hsa:5934', 'hsa:898', 'hsa:1021', 'hsa:10488', 'hsa:10014', 'hsa:7531', 'hsa:4790', 'hsa:595', 'hsa:2965', 'hsa:1027', 'hsa:4055', 'hsa:2967', 'hsa:1108', 'hsa:896', 'hsa:6908', 'hsa:6722', 'hsa:7337', 'hsa:8850', 'hsa:1386', 'hsa:3065', 'hsa:991', 'hsa:8503', 'hsa:1385', 'hsa:894']	110	43.63636363636363
Organismal Systems	Immune system	hsa04660	  "T cell receptor signaling pathway - Homo sapiens (human)"	104	['hsa:2534', 'hsa:5788', 'hsa:2932', 'hsa:5594', 'hsa:6655', 'hsa:4773', 'hsa:57144', 'hsa:5595', 'hsa:5777', 'hsa:1432', 'hsa:5894', 'hsa:207', 'hsa:8915', 'hsa:2353', 'hsa:3725', 'hsa:2885', 'hsa:27040']	17	['hsa:5604', 'hsa:2353', 'hsa:10892', 'hsa:5970', 'hsa:3725', 'hsa:2885', 'hsa:5062', 'hsa:3932', 'hsa:5600', 'hsa:6300', 'hsa:1147', 'hsa:27040', 'hsa:5290', 'hsa:5335', 'hsa:5605', 'hsa:5894', 'hsa:6885', 'hsa:5530', 'hsa:5170', 'hsa:7409', 'hsa:207', 'hsa:8915', 'hsa:5295', 'hsa:4794', 'hsa:5058', 'hsa:4690', 'hsa:920', 'hsa:2534', 'hsa:5601', 'hsa:387', 'hsa:998', 'hsa:4775', 'hsa:5063', 'hsa:5788', 'hsa:2932', 'hsa:5594', 'hsa:9402', 'hsa:6655', 'hsa:4792', 'hsa:4773', 'hsa:57144', 'hsa:959', 'hsa:5595', 'hsa:3551', 'hsa:1326', 'hsa:4790', 'hsa:867', 'hsa:5777', 'hsa:1432', 'hsa:868', 'hsa:6654', 'hsa:10000', 'hsa:8503', 'hsa:5533']	54	31.48148148148148
Organismal Systems	Endocrine system	hsa04924	  "Renin secretion - Homo sapiens (human)"	65	['hsa:2778', 'hsa:1385', 'hsa:5331', 'hsa:5137', 'hsa:134', 'hsa:5613']	6	['hsa:1508', 'hsa:4881', 'hsa:5139', 'hsa:112', 'hsa:51806', 'hsa:23236', 'hsa:5613', 'hsa:801', 'hsa:5330', 'hsa:5530', 'hsa:5331', 'hsa:3708', 'hsa:1909', 'hsa:5137', 'hsa:134', 'hsa:2983', 'hsa:2778', 'hsa:2771', 'hsa:1385', 'hsa:5533']	20	30.0
Human Diseases	Cancers	hsa05205	  "Proteoglycans in cancer - Homo sapiens (human)"	204	['hsa:7042', 'hsa:5594', 'hsa:6655', 'hsa:5595', 'hsa:1655', 'hsa:595', 'hsa:11211', 'hsa:5777', 'hsa:1432', 'hsa:2002', 'hsa:3791', 'hsa:6608', 'hsa:5894', 'hsa:4193', 'hsa:7099', 'hsa:2247', 'hsa:7157', 'hsa:207', 'hsa:27250', 'hsa:836', 'hsa:10855', 'hsa:2885', 'hsa:2535', 'hsa:5613']	24	['hsa:836', 'hsa:8323', 'hsa:10818', 'hsa:3481', 'hsa:1499', 'hsa:84309', 'hsa:6774', 'hsa:5604', 'hsa:5747', 'hsa:6383', 'hsa:5499', 'hsa:10855', 'hsa:6199', 'hsa:2885', 'hsa:5781', 'hsa:2535', 'hsa:5613', 'hsa:5600', 'hsa:6300', 'hsa:23365', 'hsa:2316', 'hsa:6714', 'hsa:5336', 'hsa:5500', 'hsa:5290', 'hsa:5328', 'hsa:6385', 'hsa:5335', 'hsa:81578', 'hsa:1026', 'hsa:2002', 'hsa:5605', 'hsa:3791', 'hsa:2318', 'hsa:6608', 'hsa:5894', 'hsa:22800', 'hsa:9475', 'hsa:967', 'hsa:4193', 'hsa:2317', 'hsa:5879', 'hsa:7099', 'hsa:4609', 'hsa:6194', 'hsa:5962', 'hsa:51196', 'hsa:3685', 'hsa:2247', 'hsa:3480', 'hsa:8826', 'hsa:5170', 'hsa:7157', 'hsa:2064', 'hsa:207', 'hsa:3339', 'hsa:287', 'hsa:5295', 'hsa:1956', 'hsa:4478', 'hsa:5058', 'hsa:3688', 'hsa:27250', 'hsa:3708', 'hsa:5578', 'hsa:7476', 'hsa:8321', 'hsa:22808', 'hsa:3678', 'hsa:355', 'hsa:960', 'hsa:286', 'hsa:4659', 'hsa:7478', 'hsa:1975', 'hsa:2065', 'hsa:387', 'hsa:998', 'hsa:60', 'hsa:9138', 'hsa:4660', 'hsa:3693', 'hsa:4313', 'hsa:5829', 'hsa:6548', 'hsa:7430', 'hsa:7042', 'hsa:5594', 'hsa:7078', 'hsa:6655', 'hsa:3091', 'hsa:4318', 'hsa:5595', 'hsa:7976', 'hsa:7040', 'hsa:858', 'hsa:857', 'hsa:4233', 'hsa:7472', 'hsa:6198', 'hsa:1655', 'hsa:2549', 'hsa:595', 'hsa:867', 'hsa:11211', 'hsa:5777', 'hsa:1432', 'hsa:7422', 'hsa:868', 'hsa:6382', 'hsa:6654', 'hsa:10000', 'hsa:8503']	113	21.238938053097346
Metabolism	Amino acid metabolism	hsa00380	  "Tryptophan metabolism - Homo sapiens (human)"	40	['hsa:3620']	1	['hsa:501', 'hsa:883', 'hsa:55753', 'hsa:1892', 'hsa:7166', 'hsa:3620', 'hsa:1644', 'hsa:219', 'hsa:56267', 'hsa:316', 'hsa:3033', 'hsa:223', 'hsa:6999', 'hsa:130013', 'hsa:26', 'hsa:4129', 'hsa:38', 'hsa:3030', 'hsa:2639', 'hsa:4967', 'hsa:51166', 'hsa:8942', 'hsa:39', 'hsa:847']	24	4.166666666666666
Organismal Systems	Nervous system	hsa04726	  "Serotonergic synapse - Homo sapiens (human)"	114	['hsa:10681', 'hsa:2778', 'hsa:5594', 'hsa:5595', 'hsa:5894', 'hsa:5331', 'hsa:836', 'hsa:5613']	8	['hsa:836', 'hsa:5604', 'hsa:242', 'hsa:247', 'hsa:23236', 'hsa:5613', 'hsa:54331', 'hsa:7166', 'hsa:5894', 'hsa:1644', 'hsa:5330', 'hsa:351', 'hsa:7220', 'hsa:5331', 'hsa:3708', 'hsa:5578', 'hsa:4129', 'hsa:10681', 'hsa:10411', 'hsa:2778', 'hsa:5594', 'hsa:1565', 'hsa:5595', 'hsa:239', 'hsa:2771', 'hsa:5321']	26	30.76923076923077
Environmental Information Processing	Signal transduction	hsa04012	  "ErbB signaling pathway - Homo sapiens (human)"	87	['hsa:2932', 'hsa:25', 'hsa:5594', 'hsa:6655', 'hsa:57144', 'hsa:5595', 'hsa:2002', 'hsa:5894', 'hsa:207', 'hsa:27', 'hsa:9542', 'hsa:3725', 'hsa:2885']	13	['hsa:5604', 'hsa:5747', 'hsa:6199', 'hsa:3725', 'hsa:2885', 'hsa:5062', 'hsa:1978', 'hsa:6714', 'hsa:5336', 'hsa:5290', 'hsa:5335', 'hsa:1026', 'hsa:2069', 'hsa:2002', 'hsa:5605', 'hsa:25759', 'hsa:5894', 'hsa:4609', 'hsa:2064', 'hsa:207', 'hsa:27', 'hsa:5295', 'hsa:1956', 'hsa:5058', 'hsa:5578', 'hsa:4690', 'hsa:9542', 'hsa:6464', 'hsa:7039', 'hsa:572', 'hsa:5601', 'hsa:2065', 'hsa:6416', 'hsa:5063', 'hsa:2932', 'hsa:25', 'hsa:1399', 'hsa:5594', 'hsa:6655', 'hsa:57144', 'hsa:5595', 'hsa:6198', 'hsa:374', 'hsa:2549', 'hsa:867', 'hsa:1027', 'hsa:868', 'hsa:6654', 'hsa:10000', 'hsa:8503']	50	26.0
Human Diseases	Infectious diseases	hsa05169	  "Epstein-Barr virus infection - Homo sapiens (human)"	201	['hsa:1387', 'hsa:26993', 'hsa:55703', 'hsa:5431', 'hsa:7185', 'hsa:55718', 'hsa:2932', 'hsa:27102', 'hsa:5435', 'hsa:2033', 'hsa:171568', 'hsa:22938', 'hsa:1457', 'hsa:5713', 'hsa:2208', 'hsa:5438', 'hsa:5717', 'hsa:5608', 'hsa:1432', 'hsa:6908', 'hsa:10622', 'hsa:1386', 'hsa:3065', 'hsa:8021', 'hsa:7533', 'hsa:7187', 'hsa:10621', 'hsa:4193', 'hsa:2959', 'hsa:5925', 'hsa:7157', 'hsa:207', 'hsa:11128', 'hsa:2960', 'hsa:5437', 'hsa:5436', 'hsa:9533', 'hsa:5707', 'hsa:5708', 'hsa:3725', 'hsa:5430', 'hsa:5613', 'hsa:10623', 'hsa:51082', 'hsa:9612', 'hsa:3066', 'hsa:1460']	47	['hsa:5437', 'hsa:5702', 'hsa:7529', 'hsa:5436', 'hsa:661', 'hsa:6774', 'hsa:7532', 'hsa:983', 'hsa:9533', 'hsa:5970', 'hsa:3310', 'hsa:5707', 'hsa:7189', 'hsa:5708', 'hsa:3725', 'hsa:5430', 'hsa:5613', 'hsa:3654', 'hsa:5600', 'hsa:5719', 'hsa:10623', 'hsa:51082', 'hsa:7874', 'hsa:6300', 'hsa:377841', 'hsa:9612', 'hsa:3066', 'hsa:27044', 'hsa:5718', 'hsa:2961', 'hsa:6693', 'hsa:5336', 'hsa:3304', 'hsa:3303', 'hsa:1460', 'hsa:3133', 'hsa:1147', 'hsa:3588', 'hsa:84265', 'hsa:5290', 'hsa:5335', 'hsa:1026', 'hsa:3661', 'hsa:8021', 'hsa:7186', 'hsa:7533', 'hsa:440275', 'hsa:7187', 'hsa:10621', 'hsa:6885', 'hsa:4193', 'hsa:4609', 'hsa:8737', 'hsa:2959', 'hsa:953', 'hsa:5925', 'hsa:7157', 'hsa:207', 'hsa:6502', 'hsa:5295', 'hsa:4794', 'hsa:11128', 'hsa:2960', 'hsa:5710', 'hsa:5701', 'hsa:51728', 'hsa:9861', 'hsa:952', 'hsa:1387', 'hsa:26993', 'hsa:5704', 'hsa:55703', 'hsa:7431', 'hsa:960', 'hsa:5606', 'hsa:5431', 'hsa:5601', 'hsa:5610', 'hsa:7185', 'hsa:55718', 'hsa:6416', 'hsa:9759', 'hsa:4734', 'hsa:4791', 'hsa:7188', 'hsa:2932', 'hsa:7514', 'hsa:27102', 'hsa:5705', 'hsa:3383', 'hsa:5714', 'hsa:5435', 'hsa:10454', 'hsa:2033', 'hsa:171568', 'hsa:5706', 'hsa:22938', 'hsa:5700', 'hsa:4792', 'hsa:1457', 'hsa:8717', 'hsa:5432', 'hsa:5713', 'hsa:3551', 'hsa:5971', 'hsa:2208', 'hsa:5438', 'hsa:7297', 'hsa:3315', 'hsa:23586', 'hsa:5709', 'hsa:5717', 'hsa:10014', 'hsa:7531', 'hsa:5608', 'hsa:4790', 'hsa:1027', 'hsa:1432', 'hsa:6908', 'hsa:10622', 'hsa:10213', 'hsa:1386', 'hsa:3065', 'hsa:10000', 'hsa:8503', 'hsa:7128']	126	37.301587301587304
Environmental Information Processing	Signaling molecules and interaction	hsa04080	  "Neuroactive ligand-receptor interaction - Homo sapiens (human)"	275	['hsa:4923', 'hsa:134', 'hsa:1902']	3	['hsa:1128', 'hsa:5724', 'hsa:5617', 'hsa:5029', 'hsa:165829', 'hsa:3269', 'hsa:728', 'hsa:1902', 'hsa:5644', 'hsa:5032', 'hsa:7067', 'hsa:5025', 'hsa:4829', 'hsa:1910', 'hsa:1442', 'hsa:56288', 'hsa:1909', 'hsa:2911', 'hsa:134', 'hsa:10886', 'hsa:9127', 'hsa:706', 'hsa:4923', 'hsa:2908']	24	12.5
Metabolism	Energy metabolism	hsa00190	  "Oxidative phosphorylation - Homo sapiens (human)"	133	['hsa:51382', 'hsa:9167', 'hsa:515', 'hsa:529', 'hsa:1327', 'hsa:9550', 'hsa:4538', 'hsa:4514']	8	['hsa:4724', 'hsa:27089', 'hsa:1345', 'hsa:4712', 'hsa:10476', 'hsa:521', 'hsa:7386', 'hsa:1537', 'hsa:5464', 'hsa:55967', 'hsa:23545', 'hsa:51079', 'hsa:4512', 'hsa:4537', 'hsa:4538', 'hsa:4514', 'hsa:4722', 'hsa:4509', 'hsa:539', 'hsa:1340', 'hsa:9296', 'hsa:529', 'hsa:1327', 'hsa:1329', 'hsa:4711', 'hsa:9550', 'hsa:10063', 'hsa:27068', 'hsa:7385', 'hsa:54539', 'hsa:526', 'hsa:4715', 'hsa:498', 'hsa:522', 'hsa:528', 'hsa:4720', 'hsa:4731', 'hsa:125965', 'hsa:1352', 'hsa:7384', 'hsa:4719', 'hsa:535', 'hsa:51606', 'hsa:4710', 'hsa:537', 'hsa:6389', 'hsa:51382', 'hsa:50617', 'hsa:64077', 'hsa:4717', 'hsa:4728', 'hsa:10312', 'hsa:506', 'hsa:523', 'hsa:9167', 'hsa:515', 'hsa:6390', 'hsa:533', 'hsa:4702']	59	13.559322033898304
Human Diseases	Cancers	hsa05220	  "Chronic myeloid leukemia - Homo sapiens (human)"	73	['hsa:7042', 'hsa:25', 'hsa:5594', 'hsa:6655', 'hsa:1869', 'hsa:5595', 'hsa:595', 'hsa:3065', 'hsa:7043', 'hsa:5894', 'hsa:4193', 'hsa:5925', 'hsa:7157', 'hsa:207', 'hsa:1029', 'hsa:1487', 'hsa:2885', 'hsa:3066']	18	['hsa:4088', 'hsa:5604', 'hsa:598', 'hsa:5970', 'hsa:1488', 'hsa:2885', 'hsa:5781', 'hsa:613', 'hsa:3066', 'hsa:1147', 'hsa:5290', 'hsa:1026', 'hsa:5605', 'hsa:25759', 'hsa:5894', 'hsa:4193', 'hsa:4609', 'hsa:5925', 'hsa:7157', 'hsa:4089', 'hsa:207', 'hsa:5295', 'hsa:1029', 'hsa:1487', 'hsa:6464', 'hsa:572', 'hsa:2122', 'hsa:7042', 'hsa:25', 'hsa:1399', 'hsa:5594', 'hsa:6655', 'hsa:4792', 'hsa:1869', 'hsa:5595', 'hsa:3551', 'hsa:7040', 'hsa:1021', 'hsa:7046', 'hsa:4790', 'hsa:595', 'hsa:867', 'hsa:1027', 'hsa:1871', 'hsa:868', 'hsa:6654', 'hsa:3065', 'hsa:10000', 'hsa:8503', 'hsa:7043']	50	36.0
Genetic Information Processing	Replication and repair	hsa03420	  "Nucleotide excision repair - Homo sapiens (human)"	47	['hsa:2067', 'hsa:4331', 'hsa:5981', 'hsa:5982', 'hsa:5424', 'hsa:10714', 'hsa:5427', 'hsa:3978', 'hsa:5425', 'hsa:2965', 'hsa:2967', 'hsa:5985', 'hsa:6118', 'hsa:5887', 'hsa:6117', 'hsa:5111', 'hsa:5983', 'hsa:902', 'hsa:1643', 'hsa:2073', 'hsa:7508', 'hsa:8450', 'hsa:2071', 'hsa:5984', 'hsa:1642', 'hsa:2072']	26	['hsa:5984', 'hsa:1642', 'hsa:2072', 'hsa:5426', 'hsa:5886', 'hsa:6117', 'hsa:5111', 'hsa:5983', 'hsa:1022', 'hsa:902', 'hsa:1643', 'hsa:2073', 'hsa:7507', 'hsa:7508', 'hsa:8450', 'hsa:2071', 'hsa:2067', 'hsa:4331', 'hsa:5981', 'hsa:5982', 'hsa:5424', 'hsa:10714', 'hsa:5427', 'hsa:2068', 'hsa:3978', 'hsa:5425', 'hsa:2965', 'hsa:2967', 'hsa:5985', 'hsa:56655', 'hsa:6118', 'hsa:5887']	32	81.25
Human Diseases	Endocrine and metabolic diseases	hsa04950	  "Maturity onset diabetes of the young - Homo sapiens (human)"	26	['hsa:5080', 'hsa:3280', 'hsa:2494', 'hsa:6927', 'hsa:4825']	5	['hsa:6927', 'hsa:4825', 'hsa:5080', 'hsa:2645', 'hsa:3280', 'hsa:2494']	6	83.33333333333334
Metabolism	Carbohydrate metabolism	hsa00650	  "Butanoate metabolism - Homo sapiens (human)"	27	['hsa:35']	1	['hsa:56898', 'hsa:35', 'hsa:1892', 'hsa:2571', 'hsa:3033', 'hsa:622', 'hsa:38', 'hsa:65985', 'hsa:5019', 'hsa:3030', 'hsa:7915', 'hsa:3157', 'hsa:39']	13	7.6923076923076925
Cellular Processes	Cellular commiunity	hsa04550	  "Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	142	['hsa:5080', 'hsa:3670', 'hsa:6929', 'hsa:55183', 'hsa:2932', 'hsa:7994', 'hsa:5594', 'hsa:5595', 'hsa:1749', 'hsa:4617', 'hsa:11211', 'hsa:1432', 'hsa:9421', 'hsa:3977', 'hsa:84759', 'hsa:3399', 'hsa:3397', 'hsa:5894', 'hsa:6927', 'hsa:9314', 'hsa:2247', 'hsa:658', 'hsa:463', 'hsa:207', 'hsa:4211', 'hsa:3625', 'hsa:56916', 'hsa:2885', 'hsa:2535', 'hsa:6657', 'hsa:10336', 'hsa:659']	32	['hsa:8323', 'hsa:4088', 'hsa:1499', 'hsa:6774', 'hsa:8313', 'hsa:5604', 'hsa:4086', 'hsa:2885', 'hsa:2535', 'hsa:84333', 'hsa:6657', 'hsa:5600', 'hsa:10336', 'hsa:6300', 'hsa:659', 'hsa:5460', 'hsa:5290', 'hsa:130399', 'hsa:3397', 'hsa:5605', 'hsa:3976', 'hsa:5894', 'hsa:3572', 'hsa:324', 'hsa:6927', 'hsa:6926', 'hsa:91', 'hsa:6498', 'hsa:9314', 'hsa:4609', 'hsa:2247', 'hsa:658', 'hsa:83729', 'hsa:3480', 'hsa:463', 'hsa:4089', 'hsa:207', 'hsa:9869', 'hsa:4211', 'hsa:5295', 'hsa:7476', 'hsa:8321', 'hsa:2264', 'hsa:1857', 'hsa:3625', 'hsa:56916', 'hsa:1856', 'hsa:5080', 'hsa:3670', 'hsa:7478', 'hsa:2263', 'hsa:6929', 'hsa:55183', 'hsa:2932', 'hsa:7994', 'hsa:5978', 'hsa:5594', 'hsa:5595', 'hsa:8312', 'hsa:7976', 'hsa:1749', 'hsa:7472', 'hsa:657', 'hsa:4617', 'hsa:11211', 'hsa:1432', 'hsa:9421', 'hsa:3977', 'hsa:4090', 'hsa:93', 'hsa:90', 'hsa:84759', 'hsa:5013', 'hsa:3398', 'hsa:10000', 'hsa:3399', 'hsa:8503', 'hsa:4093']	78	41.02564102564102
Human Diseases	Cancers	hsa05230	  "Central carbon metabolism in cancer - Homo sapiens (human)"	67	['hsa:51548', 'hsa:5594', 'hsa:5595', 'hsa:9997', 'hsa:5894', 'hsa:7157', 'hsa:207']	7	['hsa:5979', 'hsa:5162', 'hsa:5604', 'hsa:5728', 'hsa:5290', 'hsa:5605', 'hsa:9997', 'hsa:5894', 'hsa:3939', 'hsa:4609', 'hsa:4916', 'hsa:7157', 'hsa:9123', 'hsa:2064', 'hsa:5211', 'hsa:207', 'hsa:5295', 'hsa:1956', 'hsa:5213', 'hsa:2539', 'hsa:2263', 'hsa:5214', 'hsa:5315', 'hsa:51548', 'hsa:5594', 'hsa:3091', 'hsa:5595', 'hsa:8140', 'hsa:6510', 'hsa:4233', 'hsa:2645', 'hsa:5159', 'hsa:10000', 'hsa:6513', 'hsa:8503']	35	20.0
