Pathway identifier,Pathway name,# Entities found,# Entities total,Entities ratio,Entities pValue,Entities FDR,# Reactions found,# Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-937039,"IRAK1 recruits IKK complex",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,4,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000184216;ENSG00000213341;ENSG00000213341;ENSG00000184216","P51617;O15111","R-HSA-937044;R-HSA-937050;R-HSA-937034;R-HSA-937032"
R-HSA-975144,"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,4,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000184216;ENSG00000213341;ENSG00000213341;ENSG00000184216","P51617;O15111","R-HSA-975122;R-HSA-975139;R-HSA-975142;R-HSA-975119"
R-HSA-209543,"p75NTR recruits signalling complexes",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,8,9,0.001098901098901099,48887,Homo sapiens,"ENSG00000184216;ENSG00000184216","P51617;P51617-1","R-HSA-193695;R-HSA-209566;R-HSA-193694;R-HSA-193684;R-HSA-193641;R-HSA-193686;R-HSA-193647;R-HSA-193665"
R-HSA-877312,"Regulation of IFNG signaling",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,3,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000115415;ENSG00000115415;ENSG00000179295;ENSG00000179295","Q06124;P42224-1","R-HSA-877281;R-HSA-997326;R-HSA-877308"
R-HSA-1059683,"Interleukin-6 signaling",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,9,19,0.00231990231990232,48887,Homo sapiens,"ENSG00000115415;ENSG00000115415;ENSG00000179295;ENSG00000179295","Q06124;P42224-1","R-HSA-1112703;R-HSA-1112602;R-HSA-1112587;R-HSA-1112604;R-HSA-1112565;R-HSA-1112708;R-HSA-1112727;R-HSA-1112538;R-HSA-1112690"
R-HSA-75893,"TNF signaling",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,3,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000156735;ENSG00000064012;ENSG00000064012;ENSG00000156735","Q14790;O95429","R-HSA-83660;R-HSA-75240;R-HSA-3371353"
R-HSA-1679131,"Trafficking and processing of endosomal TLR",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,3,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000136943;ENSG00000136943;ENSG00000137161;ENSG00000137161","O60911;Q9BT09","R-HSA-1678923;R-HSA-1678981;R-HSA-1678944"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",2,16,0.0015698587127158557,0.5769363624322515,0.8379665767785973,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000109320;ENSG00000109320;ENSG00000077150;ENSG00000077150","Q00653;P19838","R-HSA-168166"
R-HSA-419524,"Fanconi Anemia pathway",3,25,0.0024529042386185244,0.5830859408916025,0.8379665767785973,6,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000185504;ENSG00000139618;ENSG00000139618;ENSG00000140525;ENSG00000185504;ENSG00000140525","Q9NVI1;Q0VG06;P51587","R-HSA-420781;R-HSA-419539;R-HSA-419525;R-HSA-446345;R-HSA-420769;R-HSA-419534"
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",29,246,0.024136577708006278,0.5832403421543282,0.8379665767785973,7,8,9.768009768009768E-4,48887,Homo sapiens,"ENSG00000095261;ENSG00000197548;ENSG00000132109;ENSG00000100902;ENSG00000102048;ENSG00000157450;ENSG00000102048;ENSG00000099341;ENSG00000117399;ENSG00000136930;ENSG00000099804;ENSG00000108344;ENSG00000110429;ENSG00000166167;ENSG00000132109;ENSG00000114423;ENSG00000100902;ENSG00000196510;ENSG00000163743;ENSG00000197548;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000092010;ENSG00000092010;ENSG00000114062;ENSG00000185627;ENSG00000136930;ENSG00000101843;ENSG00000078747;ENSG00000100519;ENSG00000196510;ENSG00000113558;ENSG00000127481;ENSG00000100519;ENSG00000078747;ENSG00000099804;ENSG00000103266;ENSG00000185627;ENSG00000127481;ENSG00000095261;ENSG00000103266;ENSG00000008018;ENSG00000110429;ENSG00000114062;ENSG00000163481;ENSG00000159352;ENSG00000163481;ENSG00000115233;ENSG00000115233;ENSG00000163743;ENSG00000157450;ENSG00000117399;ENSG00000114423;ENSG00000113558;ENSG00000108344;ENSG00000101843","Q9UJX3;P48556;O43242;P19474;Q9UK99;Q9Y297;Q12834;Q96DX5;O00487;Q99436;P20618;Q96PM5;P63208;O95352;P55036;Q96J02;Q16401;Q05086;Q5T4S7;Q13191;Q06323;P49427;Q9UNM6;Q96BH1;P62333;Q6ZNA4;P60900;O75832;Q9UNE7","R-HSA-983147;R-HSA-983150;R-HSA-983153;R-HSA-983152;R-HSA-983157;R-HSA-983140;R-HSA-983156"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",4,34,0.0033359497645211933,0.589317908058955,0.8379665767785973,5,16,0.0019536019536019536,48887,Homo sapiens,"ENSG00000166484;ENSG00000166484;ENSG00000177189;ENSG00000117676;ENSG00000177189;ENSG00000117676;ENSG00000108861;ENSG00000108861","Q15418;P51452;P51812;Q13164","R-HSA-199895;R-HSA-199929;R-HSA-198746;R-HSA-203797;R-HSA-199959"
R-HSA-3371511,"HSF1 activation",5,43,0.004218995290423862,0.5953480153631618,0.8379665767785973,7,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000185122;ENSG00000185122;ENSG00000204389;ENSG00000080824;ENSG00000004478;ENSG00000080824;ENSG00000132002","ENSG00000132002;P07900;ENSG00000004478;Q00613;ENSG00000204389","R-HSA-3371527;R-HSA-3371586;R-HSA-5082391;R-HSA-3371591;R-HSA-5082409;R-HSA-4793819;R-HSA-5324632"
R-HSA-166208,"mTORC1-mediated signalling",3,26,0.002551020408163265,0.6094414639566055,0.8379665767785973,7,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000108443;ENSG00000106615;ENSG00000187840;ENSG00000108443;ENSG00000106615;ENSG00000187840","P23443;Q15382;Q13541","R-HSA-165718;R-HSA-165692;R-HSA-165766;R-HSA-165708;R-HSA-165777;R-HSA-165758;R-HSA-165726"
R-HSA-1839117,"Signaling by FGFR1 fusion mutants",3,26,0.002551020408163265,0.6094414639566055,0.8379665767785973,8,14,0.0017094017094017094,48887,Homo sapiens,"ENSG00000196535;ENSG00000115415;ENSG00000196535;ENSG00000115415;ENSG00000121741;ENSG00000121741","P42224;Q92614;Q9UBW7","R-HSA-1839039;R-HSA-1839065;R-HSA-1888198;R-HSA-1839112;R-HSA-1839080;R-HSA-1839078;R-HSA-1839031;R-HSA-1839091"
R-HSA-264642,"Acetylcholine Neurotransmitter Release Cycle",3,26,0.002551020408163265,0.6094414639566055,0.8379665767785973,2,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000132639;ENSG00000143847;ENSG00000198722;ENSG00000143847;ENSG00000198722;ENSG00000132639","O75335;P60880;O14795","R-HSA-372529;R-HSA-372505"
R-HSA-176412,"Phosphorylation of the APC/C",2,17,0.0016679748822605966,0.609771447307986,0.8379665767785973,2,2,2.442002442002442E-4,48887,Homo sapiens,"ENSG00000170312;ENSG00000196510;ENSG00000170312;ENSG00000196510","Q9UJX3;P06493","R-HSA-174119;R-HSA-174132"
R-HSA-162658,"Golgi Cisternae Pericentriolar Stack Reorganization",2,17,0.0016679748822605966,0.609771447307986,0.8379665767785973,5,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000138069;ENSG00000170312;ENSG00000170312;ENSG00000138069","P62820;P06493","R-HSA-2314566;R-HSA-2172183;R-HSA-2214351;R-HSA-2172194;R-HSA-2314569"
R-HSA-389359,"CD28 dependent Vav1 pathway",2,17,0.0016679748822605966,0.609771447307986,0.8379665767785973,5,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000141968;ENSG00000180370;ENSG00000141968;ENSG00000180370","P15498;Q13177","R-HSA-389348;R-HSA-389350;R-HSA-389788;R-HSA-389352;R-HSA-389354"
R-HSA-2142712,"Synthesis of 12-eicosatetraenoic acid derivatives",2,17,0.0016679748822605966,0.609771447307986,0.8379665767785973,4,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000108839;ENSG00000176153;ENSG00000176153;ENSG00000108839","P18054;P18283","R-HSA-2161959;R-HSA-2161999;R-HSA-2161964;R-HSA-2161948"
R-HSA-918233,"TRAF3-dependent IRF activation pathway",2,17,0.0016679748822605966,0.609771447307986,0.8379665767785973,4,9,0.001098901098901099,48887,Homo sapiens,"ENSG00000121060;ENSG00000143466;ENSG00000121060","Q14164;Q14258","R-HSA-918229;R-HSA-918227;R-HSA-918225;R-HSA-918232"
R-HSA-73779,"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",5,44,0.0043171114599686025,0.6154175725219337,0.8379665767785973,5,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000197265;ENSG00000130699;ENSG00000106290;ENSG00000102978;ENSG00000165417;ENSG00000197265;ENSG00000165417;ENSG00000102978;ENSG00000106290;ENSG00000130699","P49848;O00268;P29084;P52655;P19387","R-HSA-109639;R-HSA-109638;R-HSA-109637;R-HSA-109636;R-HSA-75095"
R-HSA-163680,"AMPK inhibits chREBP transcriptional activation activity",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000106617;ENSG00000106617","Q9UGJ0","R-HSA-163691;R-HSA-164151;R-HSA-163664"
R-HSA-426496,"Post-transcriptional silencing by small RNAs",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,2,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000134698;ENSG00000134698","Q9HCK5","R-HSA-426522;R-HSA-426489"
R-HSA-73927,"Depurination",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,6,10,0.001221001221001221,48887,Homo sapiens,"ENSG00000103152;ENSG00000103152","P29372","R-HSA-110239;R-HSA-110238;R-HSA-110248;R-HSA-110250;R-HSA-110251;R-HSA-110240"
R-HSA-110331,"Cleavage of the damaged purine",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,3,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000103152;ENSG00000103152","P29372","R-HSA-110248;R-HSA-110250;R-HSA-110251"
R-HSA-194313,"VEGF ligand-receptor interactions",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,2,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000119630","P49763","R-HSA-194311;R-HSA-195378"
R-HSA-5362798,"Release of Hh-Np from the secreting cell",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,2,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000179399;ENSG00000179399","P78333","R-HSA-5362427;R-HSA-5362553"
R-HSA-195399,"VEGF binds to VEGFR leading to receptor dimerization",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,1,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000119630","P49763","R-HSA-194311"
R-HSA-5632681,"Ligand-receptor interactions",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,1,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000180447;ENSG00000180447","P54826","R-HSA-5632649"
R-HSA-5250992,"Toxicity of botulinum toxin type E (BoNT/E)",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000132639;ENSG00000132639","P60880","R-HSA-194800"
R-HSA-163765,"ChREBP activates metabolic gene expression",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,1,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000131473;ENSG00000131473","P53396","R-HSA-163770"
R-HSA-76010,"Homologous DNA Pairing and Strand Exchange",1,8,7.849293563579278E-4,0.6205313017801501,0.8379665767785973,1,9,0.001098901098901099,48887,Homo sapiens,"ENSG00000139618;ENSG00000139618","P51587","R-HSA-83648"
R-HSA-167172,"Transcription of the HIV genome",8,71,0.006966248037676609,0.6274752149456749,0.8379665767785973,44,45,0.005494505494505495,48887,Homo sapiens,"ENSG00000130699;ENSG00000185049;ENSG00000197265;ENSG00000165417;ENSG00000102978;ENSG00000106290;ENSG00000130699;ENSG00000197265;ENSG00000106290;ENSG00000102978;ENSG00000165417;ENSG00000011007;ENSG00000149136;ENSG00000149136;ENSG00000011007;ENSG00000185049","P49848;O00268;Q08945;P29084;Q14241;Q9H3P2;P52655;P19387","R-HSA-167097;R-HSA-167098;R-HSA-167089;R-HSA-167090;R-HSA-167153;R-HSA-167148;R-HSA-167083;R-HSA-167150;R-HSA-167284;R-HSA-167085;R-HSA-167282;R-HSA-167084;R-HSA-167087;R-HSA-167147;R-HSA-167072;R-HSA-167292;R-HSA-167077;R-HSA-167076;R-HSA-167136;R-HSA-167288;R-HSA-167134;R-HSA-167477;R-HSA-170706;R-HSA-170704;R-HSA-167133;R-HSA-167478;R-HSA-167130;R-HSA-167128;R-HSA-167474;R-HSA-167484;R-HSA-167481;R-HSA-167181;R-HSA-167121;R-HSA-167118;R-HSA-167117;R-HSA-167115;R-HSA-167113;R-HSA-167191;R-HSA-167459;R-HSA-167111;R-HSA-167468;R-HSA-167192;R-HSA-167197;R-HSA-167196"
R-HSA-4839726,"Chromatin organization",27,235,0.023057299843014127,0.6345648320610972,0.8379665767785973,29,78,0.009523809523809525,48887,Homo sapiens,"ENSG00000174579;ENSG00000151332;ENSG00000173011;ENSG00000025293;ENSG00000163635;ENSG00000197724;ENSG00000136518;ENSG00000074266;ENSG00000152382;ENSG00000134759;ENSG00000143379;ENSG00000025293;ENSG00000147162;ENSG00000120071;ENSG00000183207;ENSG00000181555;ENSG00000120071;ENSG00000116455;ENSG00000073614;ENSG00000004487;ENSG00000150459;ENSG00000087152;ENSG00000074266;ENSG00000175792;ENSG00000143379;ENSG00000182979;ENSG00000070061;ENSG00000197724;ENSG00000167548;ENSG00000163635;ENSG00000070061;ENSG00000116455;ENSG00000087152;ENSG00000004487;ENSG00000183207;ENSG00000175792;ENSG00000182979;ENSG00000085276;ENSG00000147162;ENSG00000173011;ENSG00000181555;ENSG00000085276;ENSG00000167548;ENSG00000150459;ENSG00000162521;ENSG00000134759;ENSG00000162521;ENSG00000174579;ENSG00000152382;ENSG00000073614;ENSG00000151332;ENSG00000136518;ENSG00000272333","Q9BQA1;Q03112;O75530;O75151;Q9Y230;Q9BVI0;Q9HCI7;O00422;Q09028;O95163;P29375;Q6IA86;Q7Z3B3;Q14CW9;Q9Y265;O15265;O15294;Q9UMN6;Q13330;Q96BN2;O96019;O60341;Q15047;O14686;Q86TJ2;Q9NS73;Q9BYW2","R-HSA-5216234;R-HSA-3215426;R-HSA-5159245;R-HSA-3321975;R-HSA-3769447;R-HSA-3215448;R-HSA-5661117;R-HSA-5661116;R-HSA-3214912;R-HSA-5661115;R-HSA-5218952;R-HSA-3215385;R-HSA-5159250;R-HSA-5638332;R-HSA-5637686;R-HSA-5661123;R-HSA-3321883;R-HSA-3215406;R-HSA-5634802;R-HSA-3301237;R-HSA-4754181;R-HSA-3301345;R-HSA-3321805;R-HSA-5638141;R-HSA-5244692;R-HSA-4827382;R-HSA-4724284;R-HSA-5205861;R-HSA-5205799"
R-HSA-3247509,"Chromatin modifying enzymes",27,235,0.023057299843014127,0.6345648320610972,0.8379665767785973,29,78,0.009523809523809525,48887,Homo sapiens,"ENSG00000174579;ENSG00000151332;ENSG00000173011;ENSG00000025293;ENSG00000163635;ENSG00000197724;ENSG00000136518;ENSG00000074266;ENSG00000152382;ENSG00000134759;ENSG00000143379;ENSG00000025293;ENSG00000147162;ENSG00000120071;ENSG00000183207;ENSG00000181555;ENSG00000120071;ENSG00000116455;ENSG00000073614;ENSG00000004487;ENSG00000150459;ENSG00000087152;ENSG00000074266;ENSG00000175792;ENSG00000143379;ENSG00000182979;ENSG00000070061;ENSG00000197724;ENSG00000167548;ENSG00000163635;ENSG00000070061;ENSG00000116455;ENSG00000087152;ENSG00000004487;ENSG00000183207;ENSG00000175792;ENSG00000182979;ENSG00000085276;ENSG00000147162;ENSG00000173011;ENSG00000181555;ENSG00000085276;ENSG00000167548;ENSG00000150459;ENSG00000162521;ENSG00000134759;ENSG00000162521;ENSG00000174579;ENSG00000152382;ENSG00000073614;ENSG00000151332;ENSG00000136518;ENSG00000272333","Q9BQA1;Q03112;O75530;O75151;Q9Y230;Q9BVI0;Q9HCI7;O00422;Q09028;O95163;P29375;Q6IA86;Q7Z3B3;Q14CW9;Q9Y265;O15265;O15294;Q9UMN6;Q13330;Q96BN2;O96019;O60341;Q15047;O14686;Q86TJ2;Q9NS73;Q9BYW2","R-HSA-5216234;R-HSA-3215426;R-HSA-5159245;R-HSA-3321975;R-HSA-3769447;R-HSA-3215448;R-HSA-5661117;R-HSA-5661116;R-HSA-3214912;R-HSA-5661115;R-HSA-5218952;R-HSA-3215385;R-HSA-5159250;R-HSA-5638332;R-HSA-5637686;R-HSA-5661123;R-HSA-3321883;R-HSA-3215406;R-HSA-5634802;R-HSA-3301237;R-HSA-4754181;R-HSA-3301345;R-HSA-3321805;R-HSA-5638141;R-HSA-5244692;R-HSA-4827382;R-HSA-4724284;R-HSA-5205861;R-HSA-5205799"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",3,27,0.0026491365777080063,0.634659032902788,0.8379665767785973,5,12,0.0014652014652014652,48887,Homo sapiens,"ENSG00000110330;ENSG00000110330;ENSG00000064012;ENSG00000104689;ENSG00000104689;ENSG00000064012","Q13490;Q14790;O00220","R-HSA-5675470;R-HSA-3465429;R-HSA-5213462;R-HSA-5675456;R-HSA-2672196"
R-HSA-5218859,"Regulated Necrosis",3,27,0.0026491365777080063,0.634659032902788,0.8379665767785973,5,12,0.0014652014652014652,48887,Homo sapiens,"ENSG00000110330;ENSG00000110330;ENSG00000064012;ENSG00000104689;ENSG00000104689;ENSG00000064012","Q13490;Q14790;O00220","R-HSA-5675470;R-HSA-3465429;R-HSA-5213462;R-HSA-5675456;R-HSA-2672196"
R-HSA-141405,"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",2,18,0.0017660910518053376,0.6406262384023631,0.8379665767785973,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000117399;ENSG00000196510;ENSG00000117399;ENSG00000196510","Q9UJX3;Q12834","R-HSA-141429;R-HSA-141423;R-HSA-141437"
R-HSA-141430,"Inactivation of APC/C via direct inhibition of the APC/C complex",2,18,0.0017660910518053376,0.6406262384023631,0.8379665767785973,2,2,2.442002442002442E-4,48887,Homo sapiens,"ENSG00000117399;ENSG00000196510;ENSG00000117399;ENSG00000196510","Q9UJX3;Q12834","R-HSA-141423;R-HSA-141437"
R-HSA-5607763,"CLEC7A (Dectin-1) induces NFAT activation",2,18,0.0017660910518053376,0.6406262384023631,0.8379665767785973,3,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000138814;ENSG00000072736;ENSG00000138814;ENSG00000072736","Q08209;Q12968","R-HSA-2730849;R-HSA-2730867;R-HSA-2730872"
R-HSA-391160,"Signal regulatory protein (SIRP) family interactions",2,18,0.0017660910518053376,0.6406262384023631,0.8379665767785973,3,10,0.001221001221001221,48887,Homo sapiens,"ENSG00000005020;ENSG00000005020;ENSG00000179295;ENSG00000179295","Q06124;O75563","R-HSA-391151;R-HSA-391150;R-HSA-391157"
R-HSA-167162,"RNA Polymerase II HIV Promoter Escape",5,46,0.004513343799058085,0.6537457971744671,0.8379665767785973,7,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000197265;ENSG00000130699;ENSG00000106290;ENSG00000102978;ENSG00000165417;ENSG00000197265;ENSG00000165417;ENSG00000102978;ENSG00000106290;ENSG00000130699","P49848;O00268;P29084;P52655;P19387","R-HSA-167117;R-HSA-167115;R-HSA-167113;R-HSA-167474;R-HSA-167468;R-HSA-167136;R-HSA-167121"
R-HSA-73776,"RNA Polymerase II Promoter Escape",5,46,0.004513343799058085,0.6537457971744671,0.8379665767785973,5,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000197265;ENSG00000130699;ENSG00000106290;ENSG00000102978;ENSG00000165417;ENSG00000197265;ENSG00000165417;ENSG00000102978;ENSG00000106290;ENSG00000130699","P49848;O00268;P29084;P52655;P19387","R-HSA-75873;R-HSA-111264;R-HSA-76576;R-HSA-75869;R-HSA-75850"
R-HSA-167161,"HIV Transcription Initiation",5,46,0.004513343799058085,0.6537457971744671,0.8379665767785973,4,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000197265;ENSG00000130699;ENSG00000106290;ENSG00000102978;ENSG00000165417;ENSG00000197265;ENSG00000165417;ENSG00000102978;ENSG00000106290;ENSG00000130699","P49848;O00268;P29084;P52655;P19387","R-HSA-167134;R-HSA-167477;R-HSA-167118;R-HSA-167130"
R-HSA-75953,"RNA Polymerase II Transcription Initiation",5,46,0.004513343799058085,0.6537457971744671,0.8379665767785973,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000197265;ENSG00000130699;ENSG00000106290;ENSG00000102978;ENSG00000165417;ENSG00000197265;ENSG00000165417;ENSG00000102978;ENSG00000106290;ENSG00000130699","P49848;O00268;P29084;P52655;P19387","R-HSA-75861;R-HSA-75866;R-HSA-75864"
R-HSA-110313,"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",5,46,0.004513343799058085,0.6537457971744671,0.8379665767785973,9,28,0.003418803418803419,48887,Homo sapiens,"ENSG00000121060;ENSG00000177084;ENSG00000166803;ENSG00000177084;ENSG00000182446;ENSG00000166803;ENSG00000121060;ENSG00000182446;ENSG00000163743;ENSG00000163743","Q07864;Q96PM5;Q8TAT6;Q15004;Q14258","R-HSA-5653754;R-HSA-5655170;R-HSA-5653840;R-HSA-5653756;R-HSA-5655193;R-HSA-5655142;R-HSA-5654985;R-HSA-5653838;R-HSA-5654989"
R-HSA-157579,"Telomere Maintenance",8,73,0.007162480376766091,0.657654357130289,0.8379665767785973,6,23,0.0028083028083028083,48887,Homo sapiens,"ENSG00000177084;ENSG00000141499;ENSG00000132604;ENSG00000177084;ENSG00000101868;ENSG00000175792;ENSG00000141499;ENSG00000145912;ENSG00000183207;ENSG00000128513;ENSG00000132604;ENSG00000128513;ENSG00000175792;ENSG00000101868;ENSG00000145912;ENSG00000183207","Q07864;Q15554;Q9NX24;Q9BUR4;Q9NUX5;P09884;Q9Y230;Q9Y265","R-HSA-181450;R-HSA-176700;R-HSA-164616;R-HSA-174427;R-HSA-174425;R-HSA-174452"
R-HSA-1810476,"RIP-mediated NFkB activation via ZBP1",3,28,0.0027472527472527475,0.6587187974878197,0.8379665767785973,3,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000109320;ENSG00000213341;ENSG00000213341;ENSG00000109320;ENSG00000077150;ENSG00000077150","Q00653;P19838;O15111","R-HSA-168166;R-HSA-168140;R-HSA-168910"
R-HSA-912694,"Regulation of IFNA signaling",3,28,0.0027472527472527475,0.6587187974878197,0.8379665767785973,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000115415;ENSG00000115415;ENSG00000179295;ENSG00000179295","Q06124;P42224-2;P42224-1","R-HSA-997309"
R-HSA-400253,"Circadian Clock",10,91,0.008928571428571428,0.6624036449497686,0.8379665767785973,15,57,0.00695970695970696,48887,Homo sapiens,"ENSG00000166167;ENSG00000132326;ENSG00000121671;ENSG00000005812;ENSG00000100644;ENSG00000113558;ENSG00000096717;ENSG00000132326;ENSG00000005812;ENSG00000096717;ENSG00000166167;ENSG00000113558;ENSG00000113580;ENSG00000113580;ENSG00000100644;ENSG00000121671","Q96EB6;O15055;P04150;P63208;Q9Y297;Q16665;ENSG00000132326;ENSG00000121671;Q9UKT7;Q49AN0","R-HSA-549385;R-HSA-400267;R-HSA-400256;R-HSA-1368119;R-HSA-549470;R-HSA-400382;R-HSA-400282;R-HSA-1368133;R-HSA-400272;R-HSA-549355;R-HSA-549493;R-HSA-5663118;R-HSA-400342;R-HSA-400219;R-HSA-1856948"
R-HSA-175567,"Integration of viral DNA into host genomic DNA",1,9,8.830455259026688E-4,0.6638371554756797,0.8379665767785973,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000175334;ENSG00000175334","O75531","R-HSA-175108;R-HSA-164506;R-HSA-164523"
R-HSA-190370,"FGFR1b ligand binding and activation",1,9,8.830455259026688E-4,0.6638371554756797,0.8379665767785973,2,2,2.442002442002442E-4,48887,Homo sapiens,"ENSG00000186895;ENSG00000186895","P11487","R-HSA-190427;R-HSA-190245"
R-HSA-177539,"Autointegration results in viral DNA circles",1,9,8.830455259026688E-4,0.6638371554756797,0.8379665767785973,2,2,2.442002442002442E-4,48887,Homo sapiens,"ENSG00000175334;ENSG00000175334","O75531","R-HSA-175250;R-HSA-164845"
